Date,Close/Last,Volume,Open,High,Low
11/22/2019,1588.94,--,1588.89,1591.31,1581.81
11/21/2019,1583.96,--,1594.10,1595.61,1581.04
11/20/2019,1591.61,--,1593.44,1602.71,1581.98
11/19/2019,1598.29,--,1594.96,1602.96,1592.04
11/18/2019,1592.34,--,1594.11,1594.11,1588.55
11/15/2019,1596.45,--,1594.06,1598.20,1591.04
11/14/2019,1588.79,--,1587.35,1594.71,1586.68
11/13/2019,1589.18,--,1588.29,1591.85,1581.06
11/12/2019,1595.12,--,1595.62,1604.64,1593.41
11/11/2019,1594.77,--,1592.75,1595.44,1588.31
11/08/2019,1598.86,--,1590.96,1598.93,1587.49
11/07/2019,1593.99,--,1598.25,1607.41,1590.33
11/06/2019,1589.54,--,1598.42,1598.42,1587.02
11/05/2019,1599.61,--,1598.94,1608.80,1597.93
11/04/2019,1597.40,--,1597.10,1602.06,1593.74
11/01/2019,1589.33,--,1569.20,1589.33,1569.20
10/31/2019,1562.45,--,1570.19,1570.48,1552.87
10/30/2019,1572.85,--,1575.61,1575.61,1562.05
10/29/2019,1577.07,--,1571.76,1581.13,1569.46
10/28/2019,1571.93,--,1563.50,1576.99,1563.50
10/25/2019,1558.71,--,1548.99,1562.56,1547.78
10/24/2019,1550.18,--,1556.60,1557.33,1544.89
10/23/2019,1552.86,--,1550.59,1554.68,1545.89
10/22/2019,1550.87,--,1550.77,1557.89,1547.31
10/21/2019,1550.14,--,1541.73,1557.02,1541.73
10/18/2019,1535.48,--,1539.24,1540.72,1525.47
10/17/2019,1541.84,--,1530.18,1542.66,1530.18
10/16/2019,1525.06,--,1521.48,1529.60,1520.41
10/15/2019,1523.30,--,1508.54,1528.42,1507.80
10/14/2019,1505.43,--,1507.33,1508.62,1499.98
10/11/2019,1511.90,--,1486.96,1525.83,1486.96
10/10/2019,1485.36,--,1480.71,1491.57,1480.71
10/09/2019,1479.46,--,1480.00,1484.83,1476.51
10/08/2019,1472.60,--,1494.61,1494.61,1472.55
10/07/2019,1497.79,--,1498.71,1507.33,1492.61
10/04/2019,1500.70,--,1486.57,1500.77,1482.02
10/03/2019,1486.35,--,1476.44,1487.35,1462.22
10/02/2019,1479.63,--,1493.07,1493.07,1469.08
10/01/2019,1493.43,--,1523.85,1539.09,1491.55
09/30/2019,1523.37,--,1521.49,1530.66,1518.34
09/27/2019,1520.48,--,1534.12,1539.37,1515.64
09/26/2019,1533.33,--,1549.54,1549.54,1531.04
09/25/2019,1550.65,--,1533.14,1552.94,1530.70
09/24/2019,1533.59,--,1559.48,1562.63,1530.33
09/23/2019,1558.25,--,1556.92,1563.64,1552.45
09/20/2019,1559.76,--,1561.63,1570.02,1554.25
09/19/2019,1561.47,--,1570.76,1581.35,1560.92
09/18/2019,1568.34,--,1577.55,1577.55,1557.15
09/17/2019,1578.29,--,1582.37,1582.37,1569.41
09/16/2019,1584.60,--,1574.73,1590.50,1570.50
09/13/2019,1578.14,--,1579.23,1589.45,1577.11
09/12/2019,1575.07,--,1575.80,1580.72,1562.81
09/11/2019,1575.71,--,1543.87,1575.83,1541.88
09/10/2019,1542.99,--,1523.57,1543.63,1516.56
09/09/2019,1524.23,--,1507.53,1526.10,1506.77
09/06/2019,1505.17,--,1511.51,1517.01,1504.91
09/05/2019,1510.75,--,1491.27,1521.79,1491.27
09/04/2019,1484.76,--,1475.36,1487.94,1475.36
09/03/2019,1472.28,--,1494.03,1494.03,1467.47
08/30/2019,1494.84,--,1499.07,1504.45,1488.34
08/29/2019,1496.72,--,1478.48,1498.78,1478.48
08/28/2019,1472.71,--,1455.90,1478.03,1450.32
08/27/2019,1456.04,--,1479.46,1485.67,1454.91
08/26/2019,1476.00,--,1461.59,1476.34,1461.59
08/23/2019,1459.49,--,1467.31,1469.10,1456.90
08/22/2019,1506.00,--,1510.80,1516.47,1500.37
08/21/2019,1509.85,--,1498.54,1512.08,1498.54
08/20/2019,1498.01,--,1508.63,1508.63,1497.77
08/19/2019,1508.85,--,1496.62,1515.34,1496.62
08/16/2019,1493.64,--,1462.13,1494.68,1462.13
08/15/2019,1461.65,--,1467.58,1470.94,1456.28
08/14/2019,1467.52,--,1509.58,1509.58,1465.46
08/13/2019,1510.58,--,1493.41,1522.77,1490.00
08/12/2019,1493.46,--,1512.76,1512.76,1491.61
08/09/2019,1513.04,--,1530.96,1530.96,1509.96
08/08/2019,1532.13,--,1502.32,1533.50,1502.32
08/07/2019,1500.69,--,1501.53,1504.59,1478.45
08/06/2019,1502.09,--,1487.68,1502.86,1483.40
08/05/2019,1487.41,--,1532.39,1532.39,1472.66
08/02/2019,1533.66,--,1550.46,1550.46,1522.37
08/01/2019,1550.76,--,1574.93,1587.81,1546.55
07/31/2019,1574.61,--,1586.76,1599.40,1568.40
07/30/2019,1585.60,--,1567.65,1586.32,1557.97
07/29/2019,1569.02,--,1578.90,1580.02,1565.63
07/26/2019,1578.97,--,1561.93,1581.53,1561.93
07/25/2019,1561.45,--,1580.21,1580.21,1560.65
07/24/2019,1580.42,--,1554.09,1581.63,1550.57
07/23/2019,1554.96,--,1546.12,1555.20,1544.76
07/22/2019,1544.78,--,1549.73,1554.29,1543.56
07/19/2019,1547.90,--,1554.92,1561.56,1547.64
07/18/2019,1555.62,--,1550.32,1557.40,1546.02
07/17/2019,1550.78,--,1561.75,1561.75,1547.76
07/16/2019,1562.00,--,1561.49,1569.62,1558.24
07/15/2019,1561.82,--,1570.73,1573.88,1558.78
07/12/2019,1570.00,--,1558.65,1574.48,1558.65
07/11/2019,1557.92,--,1565.46,1567.95,1552.40
07/10/2019,1565.05,--,1564.65,1572.82,1558.80
07/09/2019,1562.59,--,1559.01,1562.73,1554.12
07/08/2019,1561.39,--,1574.23,1574.23,1559.02
07/05/2019,1575.62,--,1571.11,1575.79,1559.58
07/03/2019,1572.12,--,1562.19,1572.12,1562.19
07/02/2019,1560.54,--,1569.53,1569.53,1552.94
07/01/2019,1569.66,--,1574.65,1586.77,1562.78
06/28/2019,1566.57,--,1548.12,1568.60,1548.12
06/27/2019,1546.55,--,1518.88,1546.55,1518.88
06/26/2019,1517.78,--,1523.26,1530.13,1517.78
06/25/2019,1521.04,--,1530.99,1533.24,1520.50
06/24/2019,1530.08,--,1550.10,1551.65,1530.08
06/21/2019,1549.63,--,1561.88,1561.88,1546.13
06/20/2019,1563.49,--,1560.31,1570.74,1556.08
06/19/2019,1555.58,--,1550.46,1556.45,1547.59
06/18/2019,1550.23,--,1532.87,1560.18,1532.87
06/17/2019,1532.75,--,1523.25,1538.58,1523.25
06/14/2019,1522.50,--,1535.32,1535.32,1522.42
06/13/2019,1535.80,--,1520.52,1536.02,1520.52
06/12/2019,1519.79,--,1518.64,1522.00,1512.40
06/11/2019,1519.11,--,1525.03,1536.16,1513.21
06/10/2019,1523.56,--,1516.62,1535.64,1516.62
06/07/2019,1514.39,--,1504.68,1518.92,1504.68
06/06/2019,1503.54,--,1506.35,1508.54,1490.77
06/05/2019,1506.79,--,1510.10,1514.25,1494.08
06/04/2019,1508.56,--,1475.32,1508.65,1475.32
06/03/2019,1469.98,--,1465.88,1476.85,1460.49
05/31/2019,1465.49,--,1478.53,1478.53,1461.47
05/30/2019,1485.53,--,1491.85,1500.63,1478.00
05/29/2019,1489.95,--,1503.53,1503.53,1481.42
05/28/2019,1504.02,--,1514.99,1520.22,1503.57
05/24/2019,1514.11,--,1505.87,1516.66,1505.76
05/23/2019,1501.38,--,1525.07,1525.07,1493.48
05/22/2019,1531.63,--,1542.58,1542.58,1528.36
05/21/2019,1545.25,--,1529.82,1545.98,1529.82
05/20/2019,1524.96,--,1530.25,1533.36,1521.63
05/17/2019,1535.76,--,1555.02,1557.55,1534.69
05/16/2019,1557.24,--,1548.46,1567.17,1548.46
05/15/2019,1548.27,--,1541.55,1550.02,1529.44
05/14/2019,1543.06,--,1523.81,1547.84,1523.81
05/13/2019,1523.00,--,1571.51,1571.51,1520.28
05/10/2019,1572.99,--,1570.00,1575.08,1546.14
05/09/2019,1570.06,--,1573.34,1573.34,1546.85
05/08/2019,1574.97,--,1581.59,1587.35,1574.85
05/07/2019,1582.31,--,1611.46,1611.46,1571.49
05/06/2019,1614.98,--,1611.68,1618.37,1588.84
05/03/2019,1614.98,--,1611.68,1618.37,1588.84
05/02/2019,1582.65,--,1576.00,1587.92,1566.46
05/01/2019,1576.38,--,1593.48,1595.85,1576.13
04/30/2019,1591.21,--,1598.55,1600.29,1580.90
04/29/2019,1598.36,--,1591.93,1603.08,1591.93
04/26/2019,1591.82,--,1575.66,1592.21,1574.06
04/25/2019,1575.61,--,1587.05,1587.05,1565.46
04/24/2019,1588.13,--,1585.11,1594.03,1583.36
04/23/2019,1585.09,--,1560.53,1587.58,1560.53
04/22/2019,1560.04,--,1565.22,1565.22,1554.46
04/18/2019,1565.75,--,1567.09,1569.20,1556.11
04/17/2019,1567.60,--,1584.13,1588.60,1561.57
04/16/2019,1582.79,--,1580.26,1585.43,1579.49
04/15/2019,1579.17,--,1585.17,1587.98,1574.73
04/12/2019,1579.17,--,1585.17,1587.98,1574.73
04/11/2019,1579.14,--,1581.93,1583.73,1577.37
04/10/2019,1581.55,--,1560.02,1581.65,1560.02
04/09/2019,1559.68,--,1577.51,1579.00,1558.39
04/08/2019,1579.00,--,1581.35,1581.35,1571.21
04/05/2019,1582.56,--,1568.23,1582.61,1568.23
04/04/2019,1567.49,--,1561.07,1567.50,1558.36
04/03/2019,1560.91,--,1554.88,1568.40,1554.88
04/02/2019,1553.32,--,1556.08,1556.13,1545.55
04/01/2019,1556.06,--,1542.89,1556.40,1542.89
03/29/2019,1539.74,--,1536.61,1546.97,1532.23
03/28/2019,1535.10,--,1522.89,1536.44,1520.12
03/27/2019,1522.23,--,1527.97,1530.05,1505.76
03/26/2019,1528.17,--,1513.76,1535.87,1513.76
03/25/2019,1512.86,--,1505.87,1520.49,1494.99
03/22/2019,1505.92,--,1561.97,1561.97,1505.88
03/21/2019,1562.41,--,1541.83,1569.35,1538.36
03/20/2019,1543.16,--,1554.72,1561.74,1535.41
03/19/2019,1554.99,--,1565.53,1570.89,1552.66
03/18/2019,1563.93,--,1553.66,1569.06,1552.68
03/15/2019,1553.54,--,1550.50,1563.59,1550.13
03/14/2019,1549.63,--,1555.87,1555.87,1549.21
03/13/2019,1555.88,--,1550.27,1562.67,1550.27
03/12/2019,1549.83,--,1549.03,1555.30,1545.51
03/11/2019,1548.88,--,1522.80,1548.93,1522.80
03/08/2019,1521.88,--,1522.53,1523.24,1510.65
03/07/2019,1523.63,--,1536.76,1536.97,1521.61
03/06/2019,1536.82,--,1568.31,1568.44,1536.82
03/05/2019,1568.28,--,1575.69,1575.85,1567.67
03/04/2019,1575.44,--,1590.15,1594.24,1564.48
03/01/2019,1589.64,--,1577.50,1590.29,1576.13
02/28/2019,1575.55,--,1580.76,1581.99,1571.31
02/27/2019,1581.05,--,1577.20,1582.06,1570.60
02/26/2019,1577.48,--,1588.56,1589.26,1577.43
02/25/2019,1588.81,--,1591.62,1602.10,1588.81
02/22/2019,1590.06,--,1576.31,1590.10,1576.31
02/21/2019,1575.55,--,1581.31,1581.31,1569.42
02/20/2019,1581.66,--,1574.55,1583.34,1573.96
02/19/2019,1574.47,--,1568.54,1578.23,1564.85
02/15/2019,1569.25,--,1547.12,1570.16,1547.12
02/14/2019,1545.11,--,1540.99,1551.39,1534.59
02/13/2019,1542.94,--,1538.29,1545.74,1536.25
02/12/2019,1538.23,--,1520.14,1538.89,1520.14
02/11/2019,1518.98,--,1506.82,1519.21,1505.67
02/08/2019,1506.39,--,1504.17,1506.60,1495.12
02/07/2019,1505.63,--,1516.70,1516.70,1494.37
02/06/2019,1518.02,--,1520.17,1520.89,1511.18
02/05/2019,1520.23,--,1517.92,1524.21,1512.72
02/04/2019,1517.54,--,1501.97,1517.55,1500.13
02/01/2019,1502.05,--,1499.53,1504.51,1495.47
01/31/2019,1499.42,--,1486.64,1500.74,1484.82
01/30/2019,1486.94,--,1473.38,1490.51,1467.57
01/29/2019,1471.45,--,1476.09,1477.01,1469.31
01/28/2019,1473.54,--,1480.28,1480.28,1464.77
01/25/2019,1482.85,--,1466.79,1484.60,1466.79
01/24/2019,1464.41,--,1454.23,1465.34,1453.73
01/23/2019,1454.26,--,1457.73,1468.48,1444.97
01/22/2019,1457.45,--,1479.82,1479.82,1451.01
01/18/2019,1482.50,--,1466.69,1487.21,1466.69
01/17/2019,1467.25,--,1453.83,1470.84,1448.55
01/16/2019,1454.70,--,1445.91,1460.31,1445.91
01/15/2019,1445.22,--,1432.85,1445.22,1432.13
01/14/2019,1432.81,--,1446.50,1446.50,1431.31
01/11/2019,1447.38,--,1444.44,1448.28,1437.45
01/10/2019,1445.43,--,1436.98,1445.78,1424.54
01/09/2019,1438.81,--,1427.00,1442.42,1427.00
01/08/2019,1426.55,--,1405.87,1426.55,1404.01
01/07/2019,1405.37,--,1380.84,1411.90,1380.84
01/04/2019,1380.75,--,1333.10,1383.16,1333.10
01/03/2019,1330.83,--,1355.02,1355.02,1328.00
01/02/2019,1355.91,--,1346.11,1357.77,1325.18
12/31/2018,1348.56,--,1338.52,1348.56,1329.17
12/28/2018,1337.92,--,1332.06,1356.23,1326.44
12/27/2018,1331.82,--,1329.79,1331.98,1289.32
12/26/2018,1329.81,--,1268.19,1330.42,1268.19
12/24/2018,1266.92,--,1290.54,1290.92,1266.92
12/21/2018,1292.09,--,1325.87,1334.76,1289.49
12/20/2018,1326.00,--,1348.65,1350.89,1313.02
12/19/2018,1349.23,--,1377.21,1392.92,1344.14
12/18/2018,1377.18,--,1379.49,1399.43,1373.72
12/17/2018,1378.14,--,1410.77,1417.10,1372.73
12/14/2018,1410.81,--,1431.82,1435.39,1407.11
12/13/2018,1432.70,--,1455.68,1460.55,1431.68
12/12/2018,1455.32,--,1440.70,1471.96,1440.70
12/11/2018,1440.13,--,1444.29,1465.76,1431.88
12/10/2018,1443.09,--,1448.01,1449.93,1422.98
12/07/2018,1448.09,--,1477.51,1485.63,1440.85
12/06/2018,1477.41,--,1479.16,1479.16,1442.83
12/04/2018,1480.75,--,1548.11,1548.11,1479.91
12/03/2018,1548.96,--,1536.33,1553.34,1529.53
11/30/2018,1533.27,--,1524.87,1535.13,1519.99
11/29/2018,1525.39,--,1529.70,1534.62,1514.57
11/28/2018,1530.38,--,1493.67,1530.71,1486.34
11/27/2018,1492.86,--,1505.45,1505.45,1491.27
11/26/2018,1505.96,--,1489.10,1510.29,1489.10
11/23/2018,1488.68,--,1485.73,1498.65,1476.81
11/21/2018,1488.28,--,1469.45,1499.37,1469.45
11/20/2018,1469.01,--,1496.14,1496.14,1465.25
11/19/2018,1496.54,--,1527.33,1527.33,1492.95
11/16/2018,1527.53,--,1523.75,1530.00,1510.41
11/15/2018,1524.12,--,1502.33,1524.29,1491.66
11/14/2018,1502.51,--,1516.08,1530.62,1494.92
11/13/2018,1514.80,--,1519.99,1536.71,1513.30
11/12/2018,1518.79,--,1549.01,1549.01,1518.04
11/09/2018,1549.49,--,1577.04,1577.04,1539.92
11/08/2018,1578.21,--,1581.62,1586.17,1573.15
11/07/2018,1582.16,--,1556.27,1582.16,1556.27
11/06/2018,1556.10,--,1547.10,1558.86,1544.65
11/05/2018,1547.51,--,1548.34,1554.77,1534.76
11/02/2018,1547.98,--,1546.13,1557.18,1535.96
11/01/2018,1544.98,--,1512.68,1547.14,1512.68
10/31/2018,1511.41,--,1508.82,1526.33,1508.82
10/30/2018,1506.64,--,1476.97,1507.16,1474.80
10/29/2018,1477.31,--,1485.20,1513.28,1461.65
10/26/2018,1483.82,--,1500.15,1501.30,1459.16
10/25/2018,1500.40,--,1470.53,1506.78,1470.53
10/24/2018,1468.70,--,1526.56,1527.71,1468.46
10/23/2018,1526.59,--,1536.93,1537.16,1501.04
10/22/2018,1539.50,--,1542.42,1551.36,1535.78
10/19/2018,1542.04,--,1560.64,1569.81,1538.74
10/18/2018,1560.75,--,1588.74,1588.74,1555.57
10/17/2018,1589.60,--,1596.38,1596.38,1571.51
10/16/2018,1596.84,--,1554.49,1598.01,1554.11
10/15/2018,1553.09,--,1546.68,1562.30,1537.55
10/12/2018,1546.68,--,1546.85,1567.64,1530.98
10/11/2018,1545.38,--,1575.10,1580.89,1545.38
10/10/2018,1575.41,--,1621.41,1621.41,1575.25
10/09/2018,1621.87,--,1628.06,1635.99,1621.25
10/08/2018,1629.51,--,1631.20,1633.86,1616.66
10/05/2018,1632.11,--,1647.25,1651.53,1618.14
10/04/2018,1646.91,--,1671.00,1671.00,1643.66
10/03/2018,1671.29,--,1656.31,1677.17,1656.31
10/02/2018,1656.04,--,1672.98,1674.87,1653.34
10/01/2018,1672.99,--,1697.83,1703.81,1669.82
09/28/2018,1696.57,--,1689.84,1699.78,1686.99
09/27/2018,1690.53,--,1691.73,1697.17,1689.74
09/26/2018,1691.61,--,1709.07,1710.84,1690.92
09/25/2018,1708.80,--,1705.49,1712.08,1705.49
09/24/2018,1705.32,--,1711.67,1711.74,1697.76
